discountingBlockLong.thisRepN,discountingBlockLong.thisTrialN,discountingBlockLong.thisN,discountingBlockLong.thisIndex,blockbegin4.thisRepN,blockbegin4.thisTrialN,blockbegin4.thisN,blockbegin4.thisIndex,blockbegin1.thisRepN,blockbegin1.thisTrialN,blockbegin1.thisN,blockbegin1.thisIndex,blockbegin3.thisRepN,blockbegin3.thisTrialN,blockbegin3.thisN,blockbegin3.thisIndex,blockbegin0.thisRepN,blockbegin0.thisTrialN,blockbegin0.thisN,blockbegin0.thisIndex,blockbegin2.thisRepN,blockbegin2.thisTrialN,blockbegin2.thisN,blockbegin2.thisIndex,choiceLeftLoop.thisRepN,choiceLeftLoop.thisTrialN,choiceLeftLoop.thisN,choiceLeftLoop.thisIndex,choiceRightLoop.thisRepN,choiceRightLoop.thisTrialN,choiceRightLoop.thisN,choiceRightLoop.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,lan_choose.keys,lan_choose.rt,language_text.started,language_text.stopped,Intro_1.started,Intro_1.stopped,intro_1_ending.keys,intro_1_ending.rt,choiceResp.keys,choiceResp.rt,small_reward,Delay,result of chosen,delay of chosen,reward of chosen,total amount,block3.started,block3.stopped,block2.started,block2.stopped,block1.started,block1.stopped,repeatResp.keys,repeatResp.rt,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,text_6.started,text_6.stopped,text_13.started,text_13.stopped,text_14.started,text_14.stopped,text_2.started,text_2.stopped,key_resp_3.keys,key_resp_3.rt,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,22.048677299986593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2021_Mar_22_1751,discounting_block,2021.1.2,60.0117263037604,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.516932300000917,None,28.66377859999193,None,space,6.253844499995466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2021_Mar_22_1751,discounting_block,2021.1.2,60.0117263037604,
0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,2,3.1670220000087284,16,3,You got it!,1,16,16,,,,,,,,,,,,,,,,,,,,,,,,001,2021_Mar_22_1751,discounting_block,2021.1.2,60.0117263037604,
0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.28749199997401,None,40.28749199997401,None,40.28749199997401,None,space,1.6861449999851175,,,,,,,,,,,,,,,,001,2021_Mar_22_1751,discounting_block,2021.1.2,60.0117263037604,
1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,2,1.5008465999853797,14,3,You got it!,1,14,30,,,,,,,,,,,,,,,,,,,,,,,,001,2021_Mar_22_1751,discounting_block,2021.1.2,60.0117263037604,
1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.66749570000684,None,45.66749570000684,None,45.66749570000684,None,space,0.5782049999688752,,,,,,,,,,,,,,,,001,2021_Mar_22_1751,discounting_block,2021.1.2,60.0117263037604,
2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,2,0.3913236000225879,12,3,You got it!,1,12,42,,,,,,,,,,,,,,,,,,,,,,,,001,2021_Mar_22_1751,discounting_block,2021.1.2,60.0117263037604,
2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.83496559999185,None,48.83496559999185,None,48.83496559999185,None,space,0.5627037999802269,,,,,,,,,,,,,,,,001,2021_Mar_22_1751,discounting_block,2021.1.2,60.0117263037604,
3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,2,0.6466547999880277,10,3,You got it!,1,10,0,,,,,,,,,,,,,,,,,,,,,,,,001,2021_Mar_22_1751,discounting_block,2021.1.2,60.0117263037604,
3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,52.213598699949216,None,52.213598699949216,None,52.213598699949216,None,space,0.6881567999953404,space,7.336776599986479,52.956750999961514,None,,,,,,,,,,,,001,2021_Mar_22_1751,discounting_block,2021.1.2,60.0117263037604,
3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2021_Mar_22_1751,discounting_block,2021.1.2,60.0117263037604,
4,0,4,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.33499669999583,None,,,,,,,,,,001,2021_Mar_22_1751,discounting_block,2021.1.2,60.0117263037604,
4,0,4,0,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.402556999993976,None,,,,,,,,001,2021_Mar_22_1751,discounting_block,2021.1.2,60.0117263037604,
4,0,4,0,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.42351829999825,None,,,,,,001,2021_Mar_22_1751,discounting_block,2021.1.2,60.0117263037604,
4,0,4,0,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2021_Mar_22_1751,discounting_block,2021.1.2,60.0117263037604,
4,0,4,0,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.51009339996381,None,space,1.655713000043761,,001,2021_Mar_22_1751,discounting_block,2021.1.2,60.0117263037604,
